Issue Type,Issue key,Issue id,title,Assignee,Reporter,Status,Resolution,Updated,top_component,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,description
Bug,QPID-3164,12502263,Occasional test failures from SimpleAMQQueueTest.testSubscriptionSpecificRequeueForQueueWithMultipleSubscriptions,robbie,kwall,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"QPID-2900 added a new test case SimpleAMQQueueTest.testSubscriptionSpecificRequeueForQueueWithMultipleSubscriptions which aims to verify that the method SimpleAMQQueue.requeue(QueueEntry, Subscription) behaves correctly and correctly requeues an entry for a specific subscription.   The test is showing sporadic test failures.

junit.framework.AssertionFailedError: Unexpected total number of messages sent to subscription1 after enqueue expected:<1> but was:<0>
	at org.apache.qpid.server.queue.SimpleAMQQueueTest.testSubscriptionSpecificRequeueForQueueWithMultipleSubscriptions(SimpleAMQQueueTest.java:453)
	at org.apache.qpid.test.utils.QpidTestCase.run(QpidTestCase.java:120)

I notice that the test case has even failed on the new Jenkins instance:

https://builds.apache.org/hudson/pview/job/qpid-java-build/7/testReport/junit/org.apache.qpid.server.queue/SimpleAMQQueueTest/testSubscriptionSpecificRequeueForQueueWithMultipleSubscriptions/

"
Bug,QPID-1962,12429094,FirewallPluginTest.testSingleHostWilcardRule is dependent on 127.0.0.1 resolving to localhost,aidan,aidan,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,And that isn't necessarily always true. Sometimes people have /etc/hosts set right. 
Bug,QPID-3819,12541634,ExhaustiveACLTests can timeout (but still pass) during teardown [0-9-1],robbie,kwall,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"On the 0-9-1 test profiles we sometimes see ExhaustiveACLTest take 30 or 60 seconds then pass. On investigation I see that we are logging an error, but the test is still passing:

{code}
main 2012-02-07 13:57:19,657 ERROR [apache.qpid.client.AMQConnection] error:
org.apache.qpid.AMQTimeoutException: Close did not complete in timely fashion [error code 408: Request Timeout]
        at org.apache.qpid.client.AMQConnectionDelegate_8_0.closeConnection(AMQConnectionDelegate_8_0.java:91)
        at org.apache.qpid.client.AMQConnection.doClose(AMQConnection.java:865)
        at org.apache.qpid.client.AMQConnection.doClose(AMQConnection.java:832)
        at org.apache.qpid.client.AMQConnection.close(AMQConnection.java:816)
        at org.apache.qpid.client.AMQConnection.close(AMQConnection.java:807)
        at org.apache.qpid.client.AMQConnection.close(AMQConnection.java:802)
        at org.apache.qpid.test.utils.QpidBrokerTestCase.tearDown(QpidBrokerTestCase.java:1047)
        at org.apache.qpid.server.security.acl.AbstractACLTestCase.tearDown(AbstractACLTestCase.java:105)
        at junit.framework.TestCase.runBare(TestCase.java:130)
        at org.apache.qpid.test.utils.QpidBrokerTestCase.runBare(QpidBrokerTestCase.java:237)
        at junit.framework.TestResult$1.protect(TestResult.java:106)
        at junit.framework.TestResult.runProtected(TestResult.java:124)
        at junit.framework.TestResult.run(TestResult.java:109)
        at junit.framework.TestCase.run(TestCase.java:118)
        at org.apache.qpid.test.utils.QpidTestCase.run(QpidTestCase.java:138)
        at junit.framework.TestSuite.runTest(TestSuite.java:208)
        at junit.framework.TestSuite.run(TestSuite.java:203)
        at org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner.run(JUnitTestRunner.java:422)
        at org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner.launch(JUnitTestRunner.java:931)
        at org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner.main(JUnitTestRunner.java:785)
Caused by: org.apache.qpid.AMQTimeoutException: Server did not respond in a timely fashion [error code 408: Request Timeout]
        at org.apache.qpid.client.util.BlockingWaiter.block(BlockingWaiter.java:178)
        at org.apache.qpid.client.state.StateWaiter.await(StateWaiter.java:111)
        at org.apache.qpid.client.AMQConnectionDelegate_8_0.closeConnection(AMQConnectionDelegate_8_0.java:87)
        ... 19 more

{code}"
Bug,QPID-2092,12435310,Move system test configuration to the systest package,ritchiem,ritchiem,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"Just to tidy things up a bit. 

Move the test configuration files to the systest package.
"
Bug,QPID-2635,12465878,Ant tests fail with OutOfMemoryError due to PermGen space exhaustion,robbie,andrew.kennedy,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"Ant tests fail with OutOfMemoryError due to PermGen space exhaustion. This appears to happen only with the last test, and only intermittently."
Bug,QPID-2503,12462044,CommandLineParser does not print '-' when showing options,ritchiem,ritchiem,Closed,Fixed,2017-03-14 20:07,Java,Java Tools,,,,,,,"The CommandLineParser in qpid utils does not show the '-' when it prints the options out.

As a result it makes it difficult for users to know the exact command line format.
Normally a long option would be prefixed with '--' but we only use a single '-'.
i.e. -option rather than --option

However currenty when printing out the help it only shows

  option : Description of option.

So the user does not know to only use a single '-'."
Bug,QPID-3803,12540945,System tests SortedQueueTest#test<ACK MODE>SortedQueue fail ocasionally on slow machines,robbie,orudyy,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"Testcase: testClientAckSortedQueue took 9.829 sec
        FAILED
Incorrect number of messages received expected:<200> but was:<42>
junit.framework.AssertionFailedError: Incorrect number of messages received expected:<200> but was:<42>
        at org.apache.qpid.server.queue.SortedQueueTest.runThroughSortedQueueForSessionMode(SortedQueueTest.java:154)
        at org.apache.qpid.server.queue.SortedQueueTest.testClientAckSortedQueue(SortedQueueTest.java:122)
        at org.apache.qpid.test.utils.QpidBrokerTestCase.runBare(QpidBrokerTestCase.java:237)
        at org.apache.qpid.test.utils.QpidTestCase.run(QpidTestCase.java:138)
"
Bug,QPID-2060,12433455,LogMonitorTest.testWaitForMessage_Found fails,aidan,aidan,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"Testcase: testWaitForMessage_Found took 2.177 sec
        FAILED
Message was not logged
junit.framework.AssertionFailedError: Message was not logged
        at org.apache.qpid.util.LogMonitorTest.testWaitForMessage_Found(LogMonitorTest.java:176)
"
Bug,QPID-3747,12538037,PrefetchBehaviourTest.testLowPrefetchCausesMessagesToBeDistributedBetweenConsumers occasionally fails on spawned profiles.,robbie,kwall,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"We see test AMQConnectionTest#testPrefetchSystemProperty occasionally fail on CI instances running the spawned profiles with assertion failure ""Consumer A should not have received a 3rd message""

e.g. java-mms-spawn.0-10  

{code}
junit.framework.AssertionFailedError: Consumer A should not have received a 3rd message
	at org.apache.qpid.test.unit.client.AMQConnectionTest.testPrefetchSystemProperty(AMQConnectionTest.java:263)
	at org.apache.qpid.test.utils.QpidBrokerTestCase.runBare(QpidBrokerTestCase.java:240)
	at org.apache.qpid.test.utils.QpidTestCase.run(QpidTestCase.java:135)
{code}



"
Bug,QPID-997,12395128,AMQBrokerManagerMBeanTest takes more than 60seconds to run,ritchiem,ritchiem,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,"Summary:

The AMQBrokerManagerMBeanTest takes more tha 60 seconds to run tends to suggest an error has occurred but no problems are logged out.

[junit] Running org.apache.qpid.server.AMQBrokerManagerMBeanTest
[junit] Tests run: 2, Failures: 0, Errors: 0, Time elapsed: 68.658 sec

surefire report:

$ cat org.apache.qpid.server.AMQBrokerManagerMBeanTest.txt
-------------------------------------------------------------------------------
Test set: org.apache.qpid.server.AMQBrokerManagerMBeanTest
-------------------------------------------------------------------------------
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec



"
Bug,QPID-936,12394290,Test testMigrateDurableSubscriber from org.apache.qpid.test.unit.xa.TopicTest is failing,,arnaudsimon,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,"This test is failing because it tries to migrate a durable subscriber form session S1 to session S2 without closing S1. 
The following line must be added: Line 1582:  autoAclSession.close();
Note:This test is run without message prefetch "
Bug,QPID-1389,12407079,ConnectionTest.testResume failure on build system,rhs,ritchiem,Closed,Fixed,2017-03-14 20:02,Java,Java Common,Java Tests,,,,,,"Summary:

The ConnectionTest failed again today with this issue.

ConnectionTest.testResume
org.apache.qpid.transport.SessionException: timed out waiting for sync: complete = 3, point = 8   
at org.apache.qpid.transport.Session.sync(Session.java:482)   
at org.apache.qpid.transport.Session.sync(Session.java:451)   
at org.apache.qpid.transport.ConnectionTest.testResume(ConnectionTest.java:221) "
Bug,QPID-1200,12401148,QpidTestCase fails if input has not been redirected,aidan,aidan,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,"If the test case's output is not being redirected, out and err can get set to null which causes all kinds of issues."
Bug,QPID-987,12395062,org.apache.qpid.test.client.DupsOkTest has high memory requirements,,senakafdo,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,"org.apache.qpid.test.client.DupsOkTest has high memory requirements due to using 9999 messages. If the test is not a stress test, why not halve the count to 4999. If not, it gives a ""java.lang.OutOfMemoryError: Java heap space"" when using ANT_OPTS='-Xmx512m'.

Regards,
Senaka"
Bug,QPID-1181,12400372,NullApplicationRegistry initialisation problem,,ritchiem,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,"Summary:

The NullApplicationRegistry is the default ApplicationRegistry that will be created if another is not configured when a call is made to ApplicationRegistry.getInstance()  and that instance needs creating.

However, there is a problem with this:

When created in this way the ApplicationRegistry creates the NullAR and then calls initialise() on it before adding to the global registry so that it can be retrieved via AR.getInstance()

The problem is that during the initialisation process a new VirtualHost is created.

        _managedObjectRegistry = new NoopManagedObjectRegistry();
        _virtualHostRegistry = new VirtualHostRegistry();
        VirtualHost dummyHost = new VirtualHost(""test"", getConfiguration());


Not a problem in itself BUT the VirtualHost constructor creates an MBean that needs to be registered.

That registration process however does:

ApplicationRegistry.getInstance().getManagedObjectRegistry();

This returns null as there is no ManagedObjectRegistry yet.

the subsequent call to registerObject in DefaultManagedObject results in a NPE.






"
Bug,QPID-1226,12401989,DupsOk doesn't create the consumer so will always fail to receive messages.,,ritchiem,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,"The change for QPID-1225 highlighted that this test was always failing. This is because it never creates the queue it is sending messages to so they are all bounced with No Route.

Just need to create a consumer. to fix it up."
Bug,QPID-1203,12401238,Systests fail whe run against an external java broker,aidan,aidan,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,"Some tests fail against an external java broker:

QueueBrowser*.testFailover* and FailoverTest cannot create a 2nd external broker and should just be disabled in this context

TopicSessionTest.testNoLocal fails because QpidTestCase swallows the client id when creating an external connection

ConnectionTest fails because AMQConnection acts as if an unsupported protocol is a real failure to connect, which it isn't."
Bug,QPID-1167,12399816,Queue alerting nolonger works.,rgodfrey,ritchiem,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,"Summary:
This was broken by commit:

#629731  	Thu Feb 21 02:09:03 PST 2008  	rgodfrey

The update to AMQQueue to create a list active of NotificationChecks is fine as a performance enhancement the problem is that on creation all alerts are 0 which means that no NotificationChecks are registered. 

In some places the AMQQueue creation is followed by Configurator.configure(...); however this does not call the set Methods but directly changes the variables so the NotificationCheck registrations are still missing.

The virtualhost has a getConfiguredObject() which should be used to ensure all object creations are correctly configured with the commons Configuration values. However all configured objects will also need an init()  method as we cannot use the constructor for things such as registering checks based on configurable values. These values are not set until later (the Configurator.configure(...) call to be exact.) 

Changes Required:

- All Configurable object creations need to be checked to ensure that the object is correctly configured based on the commons.Configuration.
- For consistency all Configurable objects should have an init() method to perform any final setup after the configured values have been set.

Testing:

This needs additional testing. In particular the configuration values for alerting need to be set via a real configuration not via the set<Notification>() methods.






"
Bug,QPID-627,12379944,DurableSubscriberTest hangs,,aidan,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,Occasionally DurableSubscriberTest will try to close the broker before it's shutdown everything and then MINA get's annoyed and waits forever. 
Bug,QPID-789,12388546,FieldTable.putDataInBuffer not thread safe,rgodfrey,rgodfrey,Closed,Fixed,2017-03-14 20:02,Java,Java Common,,,,,,,"putDataInBuffer is not thread safe - a member variabke byte buffer is used to write into a second byte buffer passed in as an argument.

To make the method thread safe, use a duplicate of the member variable instead."
Bug,QPID-1089,12396688,Test FieldTableMessageTest and TextMessageTest may hang,arnaudsimon,arnaudsimon,Closed,Fixed,2017-03-14 20:02,Java,Java Tests,,,,,,,Those two tests hang if all messages are not delivered. They should timeout and fail instead. 
